show_id,cast_id
139,980
139,981
139,982
139,983
139,984
139,985
140,986
140,987
140,988
140,989
140,139
140,990
140,991
140,992
140,993
140,994
140,995
140,996
140,997
140,939
141,998
141,999
141,1000
141,1001
141,1002
141,1003
141,1004
142,1005
142,1006
142,1007
142,1008
142,1009
142,1010
142,1011
142,1012
143,1013
143,1014
143,374
143,1015
143,1016
143,1017
143,1018
143,1019
143,1020
143,1021
143,1022
143,1023
144,354
144,1024
144,1025
144,1026
144,1027
144,1028
144,1029
144,1030
145,1031
145,1032
145,1033
145,1034
145,1035
145,997
145,1036
145,1037
145,1038
145,1039
145,1040
145,1041
145,1042
146,1031
146,1032
146,997
146,1037
146,1036
146,1038
146,1034
146,1043
146,1044
146,1045
147,1031
147,1032
147,1034
147,1046
147,1047
147,1048
147,1049
147,1050
147,1051
147,1052
149,1053
149,1054
149,1055
149,1056
149,1057
149,1058
149,1059
149,1060
150,1061
150,1062
150,1063
150,1064
150,1065
150,1066
150,1067
150,1068
150,1069
150,1070
150,1071
150,1072
151,1073
151,1074
151,1075
151,649
151,1076
151,1077
151,1078
151,1079
151,1080
151,1081
151,1082
151,1083
151,1084
151,1085
151,1086
151,1087
151,1088
152,1089
152,1090
152,1091
152,1092
152,1093
152,1094
152,1095
152,1096
153,1097
153,1098
153,1099
153,1100
153,1101
154,1102
154,1103
154,1104
154,1105
154,1106
155,1107
155,1108
155,1109
155,1110
155,1111
155,464
155,1112
155,1113
155,1114
155,1115
155,461
155,1116
155,527
155,1117
155,452
155,1118
155,455
155,1119
156,1120
156,1121
156,1122
156,1123
156,1124
156,1125
156,1126
156,1127
156,1128
156,1129
157,978
157,1130
157,1131
157,1132
157,1133
157,1134
157,1135
157,1136
157,1137
157,1138
157,1139
157,1140
157,1141
158,1142
158,1143
158,1144
158,1145
158,1146
158,1147
158,1148
158,1149
159,1150
159,1151
159,1152
159,1153
159,1154
159,1155
159,1156
159,1157
159,1158
159,1159
160,1160
160,1093
160,1161
160,1162
160,1163
160,1164
160,1165
160,1166
160,1167
160,1168
161,1169
161,1170
161,1171
161,1172
161,1173
161,1174
161,1175
161,1176
162,1177
162,874
162,1178
162,1179
162,1180
162,1181
162,1182
162,1183
162,1184
162,1185
162,1186
162,961
163,1187
163,1188
163,1189
163,1190
163,1191
163,1192
163,1193
163,1194
163,1195
163,1196
164,1197
164,1198
164,1199
164,1200
164,1201
164,1202
164,1203
164,1204
164,1152
164,875
164,1205
165,1206
165,1207
165,1208
165,1209
165,1210
165,1211
165,1212
165,1213
165,1214
165,1215
165,1216
165,1217
165,1218
165,1219
165,1220
166,1221
166,1222
166,1223
166,1224
166,1225
166,1226
166,1227
166,1228
166,1229
167,1230
167,1231
167,1232
167,1233
167,1234
167,1235
167,1236
167,986
167,1237
167,1238
168,1239
168,1240
168,60
168,1241
168,1242
168,1243
168,1244
168,1245
168,1246
168,1247
168,1248
169,200
169,1249
169,1250
169,1251
169,1252
169,1253
169,1254
169,1255
170,886
170,1256
170,1257
170,227
170,1258
170,1259
170,1260
170,1261
170,1262
171,1263
171,1264
171,1265
171,1266
171,1267
171,1268
171,1269
171,1270
171,379
171,1271
171,1272
171,1273
171,1274
171,1275
171,1276
171,1277
171,1278
171,1279
171,1280
171,1281
171,1282
171,1283
171,1087
171,1284
171,1061
171,1285
171,1286
171,1287
171,1288
171,1289
171,1290
171,1291
171,1292
171,1293
171,1294
171,1295
172,1213
172,958
172,1296
172,1297
172,1298
173,1299
173,1300
173,1301
173,1302
173,1303
173,1304
173,1305
173,1306
173,1307
173,1308
173,1309
173,1310
173,1311
173,1312
174,1313
175,1005
175,1314
175,1315
175,1316
175,1317
175,1318
175,1319
175,1320
175,1321
175,1322
175,1323
175,1324
176,1325
176,1326
176,1327
176,1328
176,1329
176,1330
176,1331
176,1332
177,1333
177,1334
177,1335
177,1336
177,1337
177,1338
177,907
177,1339
177,1340
177,1341
178,1342
178,1343
178,1344
178,1345
178,1346
178,1347
178,1348
178,1349
178,1350
178,1351
179,1352
179,1353
179,1354
179,1355
179,1356
179,1357
179,1358
179,1359
180,1333
180,1360
180,1361
180,1362
180,1363
180,1364
180,1365
180,1366
181,1333
181,1367
181,1362
181,1364
181,1368
181,1369
181,1370
181,1366
181,1371
181,1372
183,997
183,943
183,1373
183,1374
183,1240
183,1375
183,1376
183,1377
183,1378
183,1379
184,1380
184,1381
184,1382
184,1383
184,848
184,1384
184,1385
184,1386
184,1387
184,1388
185,1389
187,1390
187,1391
187,1392
187,1393
187,1394
187,1395
187,1396
187,1397
187,1398
187,1399
188,1400
189,1401
189,1402
189,1403
189,1404
189,1405
189,1406
189,1407
189,1408
190,611
190,1409
190,1410
190,609
190,1411
190,1412
190,1413
191,1414
191,1415
191,1416
192,1417
192,1418
192,1419
192,1420
192,1421
192,1422
192,1423
192,1424
192,1425
192,1426
192,1427
192,1428
192,1429
192,1430
192,1431
193,1432
193,1433
193,1434
193,1435
193,1436
193,1437
193,1438
194,1439
194,1440
194,1441
194,1442
195,1443
195,1444
195,1445
195,1446
195,1447
195,1448
195,1449
195,1450
195,1451
195,1452
196,1453
196,1454
196,1455
196,1456
196,1457
196,1458
196,1459
196,1460
196,1461
196,1462
197,1463
197,1464
197,1465
197,1466
197,1467
197,1468
197,1469
197,1470
197,1471
197,1472
198,1473
198,1474
198,1475
198,1476
198,1477
198,1478
198,1479
198,1480
198,1481
198,1482
198,1483
198,861
198,1484
199,514
199,366
199,383
199,1485
199,1486
199,517
199,516
199,1487
199,1488
199,1489
199,385
199,1490
199,1491
199,363
199,1492
199,518
200,1493
200,1494
200,1495
200,1496
200,1497
200,1498
200,1499
200,1500
201,1501
201,1502
201,1494
201,1503
201,1504
201,1505
201,1506
201,1507
202,1433
202,1508
202,1494
202,1504
202,1509
202,1510
202,1511
202,785
202,1512
202,1513
203,1433
203,1514
203,1502
203,1515
203,1434
203,1516
204,1433
204,1493
204,1517
204,1518
204,1519
204,1520
204,1521
204,1522
204,1523
204,1524
205,1433
205,1514
205,1434
205,1525
205,1526
205,1527
205,1528
205,1529
205,1530
206,1531
206,1532
206,1533
206,1434
206,1534
206,1535
206,790
206,1536
207,1537
207,1538
207,1539
207,1540
207,1541
207,1542
207,1543
208,1544
208,1545
208,1546
208,1547
208,1548
208,1549
208,1550
209,1551
209,1552
209,1553
209,1554
209,1555
209,1556
209,1557
209,1558
210,1559
210,1560
210,1561
210,1562
210,1563
210,1564
210,1565
210,1566
210,1567
210,1568
211,1569
211,1540
211,1570
211,1571
211,1572
211,1573
211,1574
212,1575
212,1576
212,1577
212,1578
212,1579
212,1580
212,1569
212,1581
213,1582
213,1583
213,1584
213,1585
213,1586
213,1587
213,1588
213,1589
213,1590
213,1591
213,1592
213,1593
213,1594
214,1595
214,1596
214,1597
214,1598
214,1599
214,1600
214,1601
214,1602
214,1603
214,1604
214,1605
214,1606
214,1607
215,1608
215,1609
215,1610
215,1611
215,1612
215,1613
215,1614
215,1615
215,1616
215,1617
215,1618
215,1619
215,1620
216,1621
216,1453
216,1549
216,1622
216,1623
216,1544
216,1433
216,1624
216,1548
216,1625
216,1626
216,1515
217,1627
217,1433
217,234
217,1628
217,1629
217,1630
217,1567
217,1631
217,1632
217,1633
218,1634
218,1552
218,1433
218,1635
218,1636
218,1637
218,1638
220,1639
220,1640
220,1641
220,1642
220,1643
220,1644
220,1645
220,1646
220,418
221,84
221,1647
221,1648
221,1649
221,1650
221,1651
221,1652
221,1653
222,1654
223,1655
223,1656
223,1657
223,1658
223,1659
223,1660
223,1661
223,1662
223,1663
223,1664
223,1665
223,1666
223,1667
223,1668
223,1669
226,1670
226,1671
226,1672
226,1673
226,1674
226,1675
226,1676
226,1677
226,1678
226,1679
226,1680
227,1681
227,1682
227,1683
227,1684
227,1685
227,1686
227,1687
227,1688
227,1689
228,1690
228,1691
228,1692
228,1693
229,1179
229,1694
229,1695
229,1696
229,1697
229,1698
229,1699
229,1700
229,1701
229,1702
230,1703
230,1704
230,1705
230,1706
232,1707
232,1708
232,1709
232,1710
232,1711
232,204
233,1712
233,1713
237,1714
237,1715
237,1716
237,1717
237,1718
237,1719
238,1714
238,1715
238,1716
238,1717
238,1718
238,1719
239,1714
239,1715
239,1716
239,1717
239,1718
239,1719
240,1714
240,1715
240,1716
240,1717
240,1718
240,1719
241,1720
241,1721
241,1722
241,1723
241,1724
241,1725
241,1726
241,765
241,1727
241,1728
241,672
242,1729
242,1730
242,1731
242,1732
242,1733
242,1734
242,1735
244,1736
244,1737
244,1738
244,1739
244,1740
245,1741
245,1742
245,1743
245,1744
245,1745
245,1746
245,1747
245,1748
245,1749
245,1750
246,1751
247,1752
247,1753
247,1754
247,1755
247,1756
247,1757
247,1758
248,1759
248,1760
248,1761
248,1762
248,1763
248,1764
248,1765
248,1766
248,1767
249,1768
249,1769
249,1770
249,1771
249,1772
249,1773
249,1774
250,1775
250,1776
250,1777
250,239
250,1778
250,1779
250,1780
250,1781
250,1782
250,1783
250,315
250,1784
251,1785
251,1786
251,1787
251,1788
251,1789
251,1790
251,1791
251,1792
252,1793
252,554
252,1794
252,1795
252,1796
252,1797
252,1798
252,1799
252,1800
252,1801
253,1802
253,1803
253,1804
253,1805
253,1806
253,1807
253,1808
253,1809
253,1810
253,1811
254,194
254,1812
254,1813
254,1814
255,1815
255,187
255,186
255,188
255,1816
255,1817
255,1818
255,1819
255,1820
255,1821
255,1822
257,1823
257,1824
257,1825
257,1826
257,1827
257,1828
257,1829
257,1830
257,1831
257,1832
257,583
257,1833
258,1834
258,1835
258,1836
258,1837
258,1838
258,1839
258,1840
258,1841
258,1842
259,1843
259,1844
259,1845
259,1846
259,1847
259,1848
259,1849
259,1850
259,1851
260,1852
260,1853
260,1854
260,1855
260,1856
260,1857
260,1858
260,1859
261,1860
261,1861
261,153
261,1862
261,1863
261,1864
261,1865
261,1866
261,1867
261,1868
261,1869
262,1870
262,1871
262,1872
262,1873
262,1874
262,1875
262,1876
262,1877
262,1878
265,1879
265,55
265,1880
265,1881
265,1882
265,1883
265,1884
265,1885
265,1886
265,1887
265,1888
265,1889
265,1890
265,1891
266,1892
266,1893
266,1894
266,1895
266,1896
266,1897
266,1898
268,1899
268,1900
268,1901
268,1902
268,1903
268,1904
268,1905
268,1906
269,1907
269,1908
269,1909
269,386
269,1910
269,1911
269,1912
269,1832
269,1913
269,1914
269,1915
270,1916
270,1917
270,1918
270,1919
270,1920
270,1921
270,1922
270,1923
270,1924
270,1925
270,1926
270,1927
271,1928
271,1929
271,1930
271,1931
271,1932
271,1933
271,1934
272,1935
272,1428
272,1936
272,1937
272,1938
272,1939
272,1940
273,1941
273,1942
273,1943
273,1944
273,1945
273,1946
274,1947
274,1948
274,1949
274,1950
274,1951
275,1952
275,1953
275,1954
275,1955
275,1956
275,1957
275,1958
275,1959
276,1960
276,1961
276,998
276,1962
276,1963
276,1964
276,1965
276,1966
276,1967
276,1968
276,1969
276,1970
276,1971
276,1972
276,1973
277,1974
277,1975
277,1976
277,1977
277,1978
277,1979
278,1980
278,1981
278,1982
278,1983
278,1984
278,1985
278,1986
278,1987
279,1988
280,1989
280,1990
280,1991
280,1992
280,1993
280,1994
280,1995
280,1996
282,1997
282,1998
282,1999
282,2000
282,2001
282,2002
282,2003
282,2004
282,2005
282,2006
283,2007
283,2008
283,2009
283,2010
283,2011
283,2012
283,2013
283,2014
283,2015
283,2016
283,2017
283,2018
283,2019
283,2020
283,2021
285,2022
285,2023
285,2024
285,2025
285,2026
285,2027
285,2028
285,2029
286,2030
286,957
286,622
286,2031
286,2032
286,2033
286,2034
286,2035
287,2036
287,2037
287,2038
287,2039
287,2040
287,2041
287,2042
287,2043
287,2044
287,2045
288,2046
288,2047
288,2048
288,2049
288,2050
288,2051
288,2052
288,2053
288,2054
289,2055
289,2056
289,2057
289,2058
289,2059
289,2060
289,2061
289,2062
289,2063
289,2064
289,2065
290,824
290,2066
290,2067
290,2068
290,2069
290,2070
290,2071
290,2072
292,2073
292,457
292,2074
292,2075
292,460
292,2076
292,2077
292,2078
292,2079
292,2080
292,2081
292,2082
292,438
292,2083
292,432
292,440
292,2084
292,2085
292,2086
292,2087
292,2088
292,2089
292,2090
293,2091
293,2092
293,1241
293,2093
293,2094
293,2095
293,2096
293,2097
293,2098
293,2099
294,2100
294,2101
294,2102
294,2103
294,2104
294,2105
294,2106
294,2107
294,2108
294,2109
295,2110
295,2111
295,2112
295,2113
295,2114
295,2115
295,2116
295,2117
295,2118
295,2119
295,2120
295,2121
295,2122
295,2123
295,2124
295,2125
295,2126
296,2127
296,295
296,2128
296,2129
296,2130
296,2131
296,2132
297,2133
297,2134
297,2135
297,2136
297,2137
297,2138
297,2139
298,2140
298,550
298,2141
298,1836
298,2142
298,2143
298,2144
298,2145
298,2146
298,2147
298,2148
298,2149
298,2150
298,2151
298,2152
298,194
298,2153
298,2154
298,2155
298,2156
298,2157
298,2158
299,2159
299,1488
299,2160
299,366
299,2161
299,370
299,2162
299,2163
299,386
299,2164
299,2165
300,2166
300,2167
300,2168
300,2169
300,2170
300,2171
300,2172
300,2173
300,2174
301,2175
301,2176
301,2177
301,2178
301,2179
301,2180
301,947
301,424
302,783
302,2181
302,1547
302,2182
302,2183
302,2184
302,2185
304,2186
304,2187
304,2188
304,2189
304,2190
304,2191
304,2192
304,2193
304,2194
304,2195
305,2196
306,2197
306,2198
306,2199
306,2200
306,2201
306,2202
306,2203
306,2204
306,2205
306,2206
307,2101
307,2207
307,2208
307,2209
307,2210
307,2211
307,2212
307,2213
307,2214
307,2215
307,2216
307,2217
307,2218
308,2219
308,2220
308,2221
308,2222
308,2223
308,2224
308,2225
308,2226
308,2227
308,2228
309,2229
310,2230
310,2231
310,2232
310,2233
310,2234
312,2235
312,2236
312,2237
312,2238
312,2239
312,2240
312,2241
312,2242
312,2243
312,2244
312,2245
312,2246
312,2247
312,2248
312,2249
312,2250
312,2251
312,2252
312,2253
312,2254
312,2255
312,2256
312,2257
312,2258
312,2259
313,2260
314,2261
314,298
314,1753
314,2262
314,2263
315,2264
315,2265
315,2266
315,2267
315,2268
315,2269
315,1079
315,2270
316,2271
316,703
316,2272
316,2273
316,2274
316,2275
316,2276
316,2277
316,2278
316,2279
317,1752
317,2280
317,2281
317,2282
317,2283
317,2284
317,2285
319,2286
320,2287
320,2288
320,2289
320,2290
320,2291
320,2292
320,2293
320,2294
322,2295
322,2296
322,2297
322,2298
322,2299
322,2300
323,2287
323,2301
323,2302
323,2303
323,2304
323,2305
324,2306
324,2307
324,2308
324,60
324,2309
324,2310
324,2311
324,2312
324,2313
324,2314
324,2315
324,2316
324,2317
324,2318
325,590
325,1923
325,2319
325,1106
325,2320
325,2321
325,2322
326,2323
326,2324
326,941
326,2325
326,649
326,2326
326,2327
326,2328
326,2329
326,2330
326,2331
326,2332
327,2323
327,2324
327,2326
327,2327
327,2328
327,2333
327,2334
328,963
328,2335
328,1381
328,2336
328,2337
328,356
328,1242
328,2338
328,2339
329,2340
329,2341
329,2342
329,2343
329,2344
329,2345
329,2346
329,2347
329,2348
330,2349
330,2350
330,2351
330,1954
330,2352
330,2353
330,2354
330,2355
330,2356
330,2357
331,2358
331,2359
331,2360
331,2361
331,2362
331,2363
331,2364
331,940
331,2365
331,2366
332,2367
332,2368
332,2369
332,2370
332,2371
332,2372
332,2081
332,526
333,2373
333,2374
333,995
333,2375
333,2376
333,2031
333,1074
333,968
333,2377
333,2378
334,2379
334,2380
334,2381
334,2382
334,2383
334,2384
334,2385
334,2386
334,2387
334,2388
334,1255
334,2389
335,2390
335,2391
335,2392
335,2393
335,2394
335,1219
335,2395
335,2396
335,2397
336,995
336,2398
336,2399
336,2400
336,1237
336,2401
336,2402
336,2403
336,2404
336,2405
336,2406
337,2407
337,2408
337,2409
337,1860
337,2410
337,2411
337,38
337,2412
337,2413
337,2414
337,2415
337,2416
337,2417
337,2418
337,985
338,2419
338,2420
338,2421
338,2422
338,2423
338,2424
338,2314
338,2425
338,2426
338,2427
338,2428
338,2429
338,2430
338,2431
338,2432
339,529
339,2433
339,2434
339,456
339,2435
340,2262
340,2436
340,2437
340,2438
340,2439
341,2349
341,2440
341,2441
341,2442
341,2443
341,2444
341,2445
341,375
341,2446
341,2447
341,349
341,1186
342,2448
342,2449
342,2450
342,2398
342,960
342,1208
342,2451
342,2452
342,2453
342,2454
342,2455
342,2456
342,1711
342,2457
342,2458
343,2459
343,2460
343,2461
343,2462
343,2463
343,2464
343,2465
343,2466
343,2467
344,2468
344,2469
344,2470
344,2471
344,2472
344,2473
344,2474
344,2475
344,2476
344,2477
345,2471
345,2478
345,2468
345,2469
345,2472
345,2479
345,2480
346,2481
346,2482
346,2483
346,313
346,2484
346,2485
346,2486
346,2487
346,2488
346,2489
346,2490
346,2491
347,1353
347,1352
347,2492
347,2493
347,2494
347,848
347,996
347,2495
347,2496
347,221
348,2497
348,2498
348,220
348,2499
348,2500
348,2501
348,2502
349,2503
349,2504
349,1076
349,2505
349,2506
349,2507
349,2508
350,2509
350,2510
350,2511
350,1879
350,2512
350,1208
350,2513
350,2514
350,2515
350,2516
350,2517
350,2518
350,2519
350,2520
350,2521
351,1380
351,2522
351,962
351,2523
351,1192
351,2524
351,2525
351,2526
351,2527
351,2528
351,2529
351,2530
352,2531
352,2532
352,2533
352,2534
352,2535
352,2536
352,2537
352,2538
352,2539
352,320
353,2540
353,562
353,2541
353,2390
353,2542
353,2543
353,2544
353,2545
354,2546
354,860
354,2547
354,2548
354,2549
354,2550
354,2551
354,2552
355,1005
355,2459
355,2553
355,2554
355,2555
355,2556
355,2557
355,2558
356,2559
356,886
356,2560
356,2561
356,2562
356,2563
356,2564
356,1208
356,2565
356,2566
357,2567
357,2177
357,2568
357,2569
357,2570
357,2571
357,2572
357,2573
357,2574
357,2575
358,2576
358,838
358,2577
358,2578
358,2462
358,1885
358,2579
358,2580
358,2581
358,2582
358,2583
358,2584
359,2585
359,2586
359,2587
359,2588
359,2589
359,2590
359,2591
359,2592
359,2593
359,2594
360,1154
360,2595
360,1376
360,1049
361,2420
361,2596
361,2500
361,2597
361,2598
361,1014
361,2599
361,2600
361,2601
361,2602
361,2603
361,1197
361,1045
361,2604
361,2605
361,2606
361,617
361,2607
361,2608
362,2609
362,2610
362,2611
362,2612
362,2613
362,2614
362,2615
363,2616
363,2617
363,2618
363,2619
363,2620
363,2621
363,2622
363,2623
363,2624
363,2625
364,555
364,2626
364,2627
364,361
364,2628
364,2629
364,2630
364,2631
364,2632
364,2633
365,54
365,2634
365,2635
365,2636
365,2637
365,2638
365,2639
366,2640
366,2641
366,2642
366,2643
366,2644
366,2645
366,2646
366,2647
368,2648
368,2649
368,2650
368,2651
368,2652
368,2653
368,2654
368,2655
368,2656
368,2657
368,2658
368,2659
368,2660
368,2661
371,2662
371,2663
371,2664
371,2665
371,2666
371,2667
371,2668
371,2669
371,2670
372,2671
372,2672
372,2673
372,2674
372,2675
372,2676
372,2677
372,2678
372,2679
372,2645
372,2680
372,2681
373,2682
373,2683
373,2684
373,2685
373,2686
373,2687
373,2688
374,2689
374,2690
374,1402
374,2691
374,2692
374,2693
374,2694
374,2695
374,2696
374,2697
